face_id,event_id,type,dHash
Event_SV__1a0e8d288b0530a9cce15eccbf1eed6d__face03,Event_SV,near_duplicate,1001110111101001111010011111010011110100110111001100110111111001
Event_SV__1a0e8d288b0530a9cce15eccbf1eed6d__face04,Event_SV,near_duplicate,0101011111111001111110011011010011110100110101001101010011111001
Event_SV__1a0e8d288b0530a9cce15eccbf1eed6d__face06,Event_SV,near_duplicate,1101111111111111111110011011010111010100110111001101110011111000
Event_SV__1a0e8d288b0530a9cce15eccbf1eed6d__face07,Event_SV,near_duplicate,1110110111110001111100111011010111010101110111011101100111110011
Event_SV__028acf70ff4dc016c6eff713ecd152b3__face03,Event_SV,near_duplicate,0111011101111010101110110101010100011001000110010001100001110010
Event_SV__028acf70ff4dc016c6eff713ecd152b3__face07,Event_SV,near_duplicate,0000111101100001110100001001011011011010110011111100111101101111
Event_SV__38490f72fe145ace20616db023a4dad6__face01,Event_SV,near_duplicate,0011011001110010110000011011010010010100100101001001110111001001
Event_SV__38490f72fe145ace20616db023a4dad6__face08,Event_SV,near_duplicate,0010011100101101100111011011010110110101010011110100111101100111
Event_SV__98186915c2259612fb3940b0694ecdb3__face06,Event_SV,near_duplicate,1011000101100001010000011001010010010100100001001100110011101000
Event_SV__1b766a0d71f153e722e5076c154dd676__face04,Event_SV,near_duplicate,1011000101100001010000011001000110010100100001001100110011101001
Event_SV__5d1d17bb0508391729693170e9bfd1bf__face04,Event_SV,near_duplicate,1001100010011100100101100001011000010100000111000000110000011000
Event_SV__5d1d17bb0508391729693170e9bfd1bf__face05,Event_SV,near_duplicate,0011011101110001011101000111011001010110010101100001011000011000
Event_SV__bb3fff11142f59125b23c6824ac31402__face02,Event_SV,near_duplicate,1001110110001111100000110001001110110010100011111000110101101101
Event_SV__c0f229cc120a636bef3989d3232f0603__face01,Event_SV,near_duplicate,0011100001110000011000000101011001010100011111000101010001111000
Event_SV__ca23bbd90f948d83ef3be04deec00595__face02,Event_SV,near_duplicate,0111000101110001011100011011011011010100000100110001001000011010
Event_SV__841e6ff175f13ad15e85754967260d83__face01,Event_SV,near_duplicate,0001001100111000001111000001011011010110110111101001101011011000
Event_SV__841e6ff175f13ad15e85754967260d83__face02,Event_SV,near_duplicate,0011001011110011111110011111010111101101110010011101110111111011
Event_SV__da7e42bd9a6ac03eebe678122b7f668f__face01,Event_SV,near_duplicate,0001001100111001001111000001011011010110110111101001101011011000
Event_SV__da7e42bd9a6ac03eebe678122b7f668f__face02,Event_SV,near_duplicate,0011011011110011111110011111010111100101110010011101110111111011
Event_SV__27c0e829882601a2ada150313644f8d5__face02,Event_SV,exact_duplicate,0011011101100111110001101001011010010110100011101100111011001110
Event_SV__27c0e829882601a2ada150313644f8d5__face03,Event_SV,near_duplicate,1100000101100011011100011011000110010100110001001000010110000001
Event_SV__27c0e829882601a2ada150313644f8d5__face06,Event_SV,near_duplicate,0001101100010001101010000011011001110110011001101101111001101100
Event_SV__27c0e829882601a2ada150313644f8d5__face12,Event_SV,near_duplicate,0000010110001101100011010011011100100101001001110010011111000111
Event_SV__11e00e18bdc8f8c2eb24997d8b4f0708__face05,Event_SV,near_duplicate,0001011101100111010001101001011010010110100011101100111001001110
Event_SV__66ad0f0dc19b6839ca47ca4f54451243__face03,Event_SV,near_duplicate,0011011101100111110001101001011010010110100011101100110011001110
Event_SV__66ad0f0dc19b6839ca47ca4f54451243__face05,Event_SV,near_duplicate,1110000101000011011100011101000110010000110001001000010110100001
Event_SV__fcd7656aa392203b07aa4d788e168d20__face02,Event_SV,near_duplicate,0001100101111001011110001101010011010100110111001101010001111000
Event_SV__fcd7656aa392203b07aa4d788e168d20__face06,Event_SV,near_duplicate,1111000011110001111100011111000101010000111010001100000111100001
Event_SV__fcd7656aa392203b07aa4d788e168d20__face07,Event_SV,near_duplicate,0111000101110000111100001111010011010100110001001100010001100001
Event_SV__330b961e486451583a03c33d4daebdd9__face06,Event_SV,near_duplicate,0000100100110001001100010111000011010100110011000101010101101011
Event_SV__c2fd2908e76470fd378b30121a7c23be__face01,Event_SV,near_duplicate,0001100100110001001100010111000011010100110011000101010001101010
Event_SV__c2fd2908e76470fd378b30121a7c23be__face02,Event_SV,near_duplicate,0110000101100000011010000101010011000100110001000100000100100011
Event_SV__c2fd2908e76470fd378b30121a7c23be__face04,Event_SV,near_duplicate,0001100001111001011110000101010011010100110101001101010001110000
Event_SV__c2fd2908e76470fd378b30121a7c23be__face09,Event_SV,near_duplicate,0111000101110000111100001111011011010100110011001100110001101000
Event_SV__7bb33ad8c6e16bf4b507adae3d6b8d49__face02,Event_SV,near_duplicate,0001100100110001001100010111000011010100110011000101010001101001
Event_SV__7bb33ad8c6e16bf4b507adae3d6b8d49__face04,Event_SV,near_duplicate,0001100001111001011110000101010011010100110111001101010001100000
Event_SV__0bb2204dd8b50a3be75a50fbf63e61e7__face01,Event_SV,near_duplicate,0001100100110001001100010111000011010100110011001101010001101000
Event_SV__f22d7f281ea3f107387244d7faffceeb__face11,Event_SV,near_duplicate,0001101100111001011110010111010011010100110111001101010001111000
Event_SV__d0d2dbe04f591cc62f95d61ba8f7f3c3__face01,Event_SV,near_duplicate,0111000111110000111100001111011011010100110011001100110001101001
Event_SV__d0d2dbe04f591cc62f95d61ba8f7f3c3__face03,Event_SV,near_duplicate,0001101101111001011110011111010011010100110111001101010001111000
Event_SV__d0d2dbe04f591cc62f95d61ba8f7f3c3__face04,Event_SV,near_duplicate,0001101100110001001100010111000111010100110011011101010111101001
Event_SV__d0d2dbe04f591cc62f95d61ba8f7f3c3__face08,Event_SV,near_duplicate,0111000111110001111100011111010111010101011010001101010011101001
Event_SV__d0d2dbe04f591cc62f95d61ba8f7f3c3__face12,Event_SV,near_duplicate,0001000100110001011100000111011011010100110010001101010001111000
Event_SV__885d662ee8b9b5b75722a6213d2031f5__face07,Event_SV,near_duplicate,0010110100011101011111000011011001010110010111101001011100001101
Event_SV__f4b693c5fe3884614a839fec2d6e5079__face04,Event_SV,near_duplicate,0010110100011101011111000111011001010110010111101001011100001101
Event_SV__0278c73311684fcefe9228ca6edf5e49__face04,Event_SV,near_duplicate,0010110100011101011111000101011001010110010111101001011110011101
Event_SV__0278c73311684fcefe9228ca6edf5e49__face05,Event_SV,near_duplicate,1011101101111001011111000111001001010110000011100001010100000001
Event_SV__0278c73311684fcefe9228ca6edf5e49__face06,Event_SV,near_duplicate,1011011000100000100001001001011010001110000011000001110000001001
Event_SV__4206503913f2031f1c45028f054e2b72__face02,Event_SV,near_duplicate,0011111001111101011111001101011011010110010111100111101001101000
Event_SV__4206503913f2031f1c45028f054e2b72__face07,Event_SV,near_duplicate,0000110100011101011111000101011001010110010111101001011000001101
Event_SV__4206503913f2031f1c45028f054e2b72__face08,Event_SV,near_duplicate,0011000101110001011000010111000001010010110001000100110100100001
Event_SV__878994126afe739e2277171139b0ac3e__face03,Event_SV,near_duplicate,0011111001111001011111001101011011010110010111100111101001101000
Event_SV__878994126afe739e2277171139b0ac3e__face05,Event_SV,near_duplicate,0000110100011101011111000101011001010110010111101001011100011101
Event_SV__878994126afe739e2277171139b0ac3e__face06,Event_SV,near_duplicate,1011110101111100111000001101010011010100110001001100010011101001
Event_SV__dd4b4ddc3fa20d2a4eb7468859f87ae2__face01,Event_SV,near_duplicate,1011101101111001011111000011001001010110000011110001010100100001
Event_SV__dd4b4ddc3fa20d2a4eb7468859f87ae2__face04,Event_SV,near_duplicate,1111011011100000100001101001011010001110000011001000110100001011
Event_SV__dd4b4ddc3fa20d2a4eb7468859f87ae2__face05,Event_SV,near_duplicate,1001100000111100001100001111000011110000111010000110010001111000
Event_SV__dd4b4ddc3fa20d2a4eb7468859f87ae2__face07,Event_SV,near_duplicate,0011000100110001011000010111000001010000110001000110010100100011
Event_SV__43aafaee870cb3b0eae350885ac9030d__face09,Event_SV,near_duplicate,0000110110011101111111001111011011010100010011110101011101101101
Event_SV__f5d6c99f2678643b518fdc282117be86__face04,Event_SV,near_duplicate,1110010101110001110100011111010011010100110111001101100111101001
Event_SV__f5d6c99f2678643b518fdc282117be86__face08,Event_SV,near_duplicate,1000100110011101111111001111010011010100010011110101011101101101
Event_SV__f5d6c99f2678643b518fdc282117be86__face09,Event_SV,near_duplicate,0000111100111110101101101001011000010110100101100001011000111000
Event_SV__3b5aa84a576b5fefe352d820b9fbea8a__face03,Event_SV,near_duplicate,1110011101110001110100011101010011010100110111001101100111101001
Event_SV__3b5aa84a576b5fefe352d820b9fbea8a__face08,Event_SV,exact_duplicate,0000111100011110101101101001011000010110100101100001011000111000
Event_SV__3b5aa84a576b5fefe352d820b9fbea8a__face10,Event_SV,near_duplicate,0000110110011101111111001111011011010100010011110101011101101101
Event_SV__f2d2980da04a2f28260f64e0df5fe4b8__face04,Event_SV,near_duplicate,0101110101111101011011001001011011011100010111000001100000111000
Event_SV__f2d2980da04a2f28260f64e0df5fe4b8__face05,Event_SV,near_duplicate,0111001111111001111110011001010011010100110011001101110111101000
Event_SV__f2d2980da04a2f28260f64e0df5fe4b8__face07,Event_SV,near_duplicate,1111001101110001011100011111010111010101110111011100100110111101
Event_SV__f2d2980da04a2f28260f64e0df5fe4b8__face09,Event_SV,near_duplicate,0110011011101010110100011011000111010001110010011100001111000111
Event_SV__c03e6d025e5d62b2b12d8163915575cb__face06,Event_SV,near_duplicate,1111000101110001011100011111000111010101110111011100100110111101
Event_SV__c03e6d025e5d62b2b12d8163915575cb__face07,Event_SV,near_duplicate,0000111100011110001101100001011000010110100101100001011000111010
Event_SV__fe648d4785c0602ec2c35be85cceb5e7__face05,Event_SV,near_duplicate,1110011001101010110010011011000111010001110010011100001111000111
Event_SV__fe648d4785c0602ec2c35be85cceb5e7__face08,Event_SV,near_duplicate,0000111100111110001101100001011000010110000101100001011000111110
Event_SV__fe648d4785c0602ec2c35be85cceb5e7__face09,Event_SV,near_duplicate,0000101111111101011111000111010001010100010011010101011100111011
Event_SV__e545dcf1a7f2b8228660b84d5b808755__face01,Event_SV,near_duplicate,0001110000111100100111101011011010010110100101001101010011001000
Event_SV__e545dcf1a7f2b8228660b84d5b808755__face02,Event_SV,near_duplicate,1010111001111100011100000111001011010110110101001101010011101100
Event_SV__2282bef169d30716228ae4f5a0bec389__face02,Event_SV,near_duplicate,1010111001111100011100100111001011010110110001001101010011100100
Event_SV__8a77186bdd164819dd1c98641a490778__face02,Event_SV,near_duplicate,1010111001111100011100100111001011010110110101001101010011100100
Event_SV__7565ee7ebc8538776bec25b79c3c0c3d__face01,Event_SV,near_duplicate,1011111000111100011111000111011011010110110100101101101001111000
Event_SV__7565ee7ebc8538776bec25b79c3c0c3d__face03,Event_SV,near_duplicate,0001001001110000011111000101001001010110010101100110111000111000
Event_SV__7565ee7ebc8538776bec25b79c3c0c3d__face04,Event_SV,near_duplicate,0011111001111000011110000101001001011010110111000010110000011100
Event_SV__7565ee7ebc8538776bec25b79c3c0c3d__face07,Event_SV,near_duplicate,1111110101110101101100011011001010010100110011001100110011101000
Event_SV__4dfd0b78118eeac86431488e41734fa0__face01,Event_SV,near_duplicate,0011101000111100011111000111011001010110110110100101101001111000
Event_SV__4dfd0b78118eeac86431488e41734fa0__face04,Event_SV,exact_duplicate,0001011100110000001100010111000011010100110011001100110001101000
Event_SV__5371321bd0f8d1649ed242c90d9936ad__face03,Event_SV,near_duplicate,0001011000110000001100010111000011010100110011001100110001101000
Event_SV__5371321bd0f8d1649ed242c90d9936ad__face06,Event_SV,near_duplicate,1110111101111001101100011011000110010101110011011100110111111001
Event_SV__efc3280fdfa045c574d4ae42fcbb8a8a__face06,Event_SV,near_duplicate,0001011100110010001100010111000011010100110011001100110001101000
Event_SV__8a38c1757942fd879ab9b691a3edb45e__face03,Event_SV,near_duplicate,1111101111111011111100011111010111010101110111011101111111110111
Event_SV__8a38c1757942fd879ab9b691a3edb45e__face06,Event_SV,exact_duplicate,1000010110000011101000111010001010010100010111000101100101110001
Event_SV__55a11c1863b35a748532e91c596752de__face01,Event_SV,near_duplicate,0011000001110000010100000101011001010100110011001100110011111000
Event_SV__55a11c1863b35a748532e91c596752de__face03,Event_SV,near_duplicate,1001001110110000011100000111011011010110110111000101010000111000
Event_SV__c714ba72f89b9ab2818840ce11cd0e61__face01,Event_SV,near_duplicate,0000111101110001111100001011010010010100100011001001110011011000
Event_SV__c714ba72f89b9ab2818840ce11cd0e61__face02,Event_SV,near_duplicate,0011000001110000010100000101011001010100010011001100110011101000
Event_SV__550c0a76712f75b1bebb8ce3ea9ea93c__face01,Event_SV,near_duplicate,0111000101110000111100001011010011010100110111001100110001101000
Event_SV__550c0a76712f75b1bebb8ce3ea9ea93c__face03,Event_SV,near_duplicate,0000111101100001111110001011000010010100100011001001010011011000
Event_SV__35388089951d2839be4323eb075cab18__face02,Event_SV,near_duplicate,1001001011110000011100000111001011010110110111000101011001111000
Event_SV__35388089951d2839be4323eb075cab18__face03,Event_SV,near_duplicate,0111001111110001111100011111010111010101110111011101010111110011
Event_SV__35388089951d2839be4323eb075cab18__face05,Event_SV,near_duplicate,0011000001110000111100001111010011010100110111001100110001101000
Event_SV__35388089951d2839be4323eb075cab18__face07,Event_SV,near_duplicate,0011101100101011101111011001011010010110110111001100101101111001
Event_SV__39bcba795611abd2bd6c8bd44dce3f3a__face01,Event_SV,near_duplicate,0110011101101001111010001111010011010100110111001100110001110001
Event_SV__e46ec213f4213820fd53642235e039ec__face02,Event_SV,near_duplicate,0011001001111000011111001101011011010110010101100110111000111000
Event_SV__424eefb91366ca686a16115e6ae4474d__face01,Event_SV,near_duplicate,0000001101100001011111001101001011010110100011101001011011001000
Event_SV__5e95269a23dc77e53b4c06ae361c1365__face02,Event_SV,near_duplicate,0011001001111000011111000101011011010110110101100110111000111000
Event_SV__3a3157726d33310c95b14d299df8e6d6__face02,Event_SV,near_duplicate,0011001011111000111111001101011011010110110101101110111000111000
Event_SV__29588f89f6ff154edbbff2ae1e3923ea__face01,Event_SV,near_duplicate,0011000101110001011100011111010011110100110110001101100001100001
Event_SV__5116114529fbf1ae9f9fda99577346fe__face01,Event_SV,near_duplicate,0011001101110001011100001111010011110000110110001101000011000001
Event_SV__2738872e80ada7a821eeac1386f0fa23__face01,Event_SV,near_duplicate,0000111101100001011100001011001011010100110011011101010011101000
Event_SV__0fba6ea535c33facce05a92214d04591__face02,Event_SV,near_duplicate,0011001101110001111100011111010011010100110010001101010011100001
Event_SV__0fba6ea535c33facce05a92214d04591__face03,Event_SV,near_duplicate,0000110101100001011100000011001010010100110011010101010001101000
Event_SV__5e429bafa470ea9d647892ff42e1f122__face01,Event_SV,near_duplicate,0110011101100011111000011111000011010000110001001100010011100001
Event_SV__dd7149dcea2287a41df9a87d35363387__face02,Event_SV,near_duplicate,0001001100110000011100000111001001101100011011000100010001100000
Event_SV__057bb7a42f6544a497f6e66ba66135f4__face02,Event_SV,near_duplicate,0001000100110001001100000111001001101100011011000101010001100000
Event_SV__b24ce14f044a5fc5ab95b555bc9f1804__face05,Event_SV,near_duplicate,1111000011110000111000001110000011100000111000001110000011100000
Event_SV__f2ae8165251e3fd404410b906af7bbcd__face02,Event_SV,near_duplicate,0010011100110011111100011001000110000101100001011100011011100001
Event_SV__ed557b0d1542d8f28951f0ec6c440c99__face01,Event_SV,near_duplicate,1001000100110001001100000111001001101100011011000101010001100000
Event_SV__ed557b0d1542d8f28951f0ec6c440c99__face02,Event_SV,near_duplicate,0110010011101011110010011001010110010101100011011000000011000010
Event_SV__26572fb17357a971bb9a53d5d663758c__face09,Event_SV,near_duplicate,0110000111100001111000001011010011110100110010000111010010101000
Event_SV__98c18ba8e34d79e4dd1918e31c7f4db5__face05,Event_SV,near_duplicate,0110001111100001111000011110000111100001101000011100100111101001
Event_SV__91f445babf62c44d23a714449eeb8bbb__face08,Event_SV,near_duplicate,0110001111100001111100011011000010011100101001001110000011000000
Event_SV__405b55764dfe14a9bdf2b7a0052011aa__face08,Event_SV,near_duplicate,1110000111100000111000001010110011101000110010001101100011111000
Event_SV__1dff0482691eac93786f3e1501c04273__face02,Event_SV,near_duplicate,0110001111100001111000001110010011111000110110001101010001111000
Event_SV__1dff0482691eac93786f3e1501c04273__face11,Event_SV,near_duplicate,1110000111100001111000001010100110101001100010001010010011011001
Event_SV__9551413b5f56565f4b18fa9053d456b7__face25,Event_SV,near_duplicate,1011110110111000111011100110111001110101001111110011111100111001
Event_SV__2d404faedbc13a6bf1e4985bda73d41c__face25,Event_SV,near_duplicate,1110000111100001110010001110110011100000110101001111110011110000
Event_SV__2d404faedbc13a6bf1e4985bda73d41c__face33,Event_SV,near_duplicate,1100001111100001111000011110010011101000111010001101000011111001
Event_SV__2d404faedbc13a6bf1e4985bda73d41c__face52,Event_SV,near_duplicate,1011001111100001101000011010000110101000100010001100100001100010
Event_SV__7e34686bd571f72b3aecf0b2ff5faed3__face23,Event_SV,near_duplicate,1100001111000001110000011100110011101000101100001010100011010000
Event_SV__127c0c13d2e28a28cec5a679961b8e84__face25,Event_SV,near_duplicate,1100001111100001111000001110110011111000110100001101010001111000
Event_SV__127c0c13d2e28a28cec5a679961b8e84__face51,Event_SV,near_duplicate,0000111111100001111000001110100011111000110010001101010011011000
Event_SV__5f190674d6c9eab1cc8ef4a85af4f49c__face49,Event_SV,near_duplicate,1011100110111000011011001110111001100101001111110011011100111101
Event_SV__5f190674d6c9eab1cc8ef4a85af4f49c__face52,Event_SV,near_duplicate,1110001111100001110010001110110011100000110101001111100011110000
Event_SV__b901d70ef3ac2c6c1aec86eeb4b147f4__face28,Event_SV,near_duplicate,0000011101100001111000010011010111001001110010011000101111100011
Event_SV__8d8ef37ba1e95a91a0ecccd21da2f6ea__face02,Event_SV,near_duplicate,0111000101110000011110001111011011110100111110000111011001111000
Event_SV__8d8ef37ba1e95a91a0ecccd21da2f6ea__face07,Event_SV,near_duplicate,1111000101110000111100001101010011110100110001001111010011110000
Event_SV__8d8ef37ba1e95a91a0ecccd21da2f6ea__face15,Event_SV,near_duplicate,1100111011011100011111100011011100110110001111110011111100111111
Event_SV__8d8ef37ba1e95a91a0ecccd21da2f6ea__face61,Event_SV,near_duplicate,0011001000110001001100000011001000110010001101000011010000110000
Event_SV__655033eab158a44b7a7f47e1e8f89d79__face04,Event_SV,near_duplicate,0110001111100001111000001110110011101000110100001010100011010000
Event_SV__f3bfc60be8edc6bf34cf2809675f1581__face02,Event_SV,near_duplicate,0110001111100001111100010011011111001000010010010100100100000011
Event_SV__f3bfc60be8edc6bf34cf2809675f1581__face28,Event_SV,near_duplicate,0110001111100011111000111110010111101001101000011100100111001001
Event_SV__ef406bda4f7f241fb6b4ba6c4793ae3f__face58,Event_SV,near_duplicate,0110001111100001111000000011011111001000010010000100100101001001
Event_SV__d92f0fb028f577a160a7ad309ce9c4e2__face55,Event_SV,near_duplicate,0110001101100001111000001110010011101000110110001110110011110000
Event_Trai__86434b390c261da17c43952ea3882826__face02,Event_Trai,near_duplicate,0010111001110011011100011111010011000110110101001101010111110001
Event_Trai__86434b390c261da17c43952ea3882826__face03,Event_Trai,near_duplicate,0001001100110001011110000111011000010110000111100001011001011000
Event_Trai__caa214dfb7cd1dc97b654e4346a57c7b__face01,Event_Trai,near_duplicate,0011101101111001111111001111111011011110110111100101110000111100
Event_Trai__13a8ede1d584fb364021f174ab8214e6__face02,Event_Trai,near_duplicate,0011000000110010011100100101011001010110000101000001110010001001
Event_Trai__3ced55fd96d6081c352ebbbb47dfc96d__face01,Event_Trai,near_duplicate,0101111111011111110001111001011111010011100000111001001111100011
Event_Trai__d3b488a4081b18f0a0cda66debdc71b2__face02,Event_Trai,near_duplicate,0000111101111011011110100111011001111110010111100101111001111100
Event_Trai__02cfeca1081427c8f158ce3209ec3ce1__face01,Event_Trai,near_duplicate,0000110001110010011010000101000011010100110001001101010011100000
Event_Trai__5237fc3f1cbba3b6f2db509d61799d1f__face01,Event_Trai,near_duplicate,0110000000111111001000001101001011000100110011101101001011110000
Event_Trai__5237fc3f1cbba3b6f2db509d61799d1f__face02,Event_Trai,near_duplicate,1100010011100000000111000011011000010110000001000001010000100010
Event_Trai__16e798bcabf241f932cd9c804a43b10b__face02,Event_Trai,near_duplicate,0010100101100001011100001101000011010000111001001110010011100011
Event_Trai__07f6161c3b95d5e1071288a8cd165bf6__face01,Event_Trai,near_duplicate,1110000011011000001111110011000001010000010001000110010011101000
Event_Trai__23bf3976de39fd51507034c8556b547c__face01,Event_Trai,near_duplicate,0011000100000000001100111111000011010100111000000110000000110000
Event_Trai__23bf3976de39fd51507034c8556b547c__face02,Event_Trai,near_duplicate,0000111100111011001100110001000011001000110011011100010110100011
Event_Trai__297fa4d23a4b282be21f501c88ac717e__face01,Event_Trai,near_duplicate,0011001101100001010000011101000011010100110001000100010001100001
Event_Trai__782e25ff70e8804d29b171d5413f0567__face01,Event_Trai,near_duplicate,0011001101100001010000011101000011010100110001000100010001100001
Event_Trai__98a90bcd34fd4e70bc258991630be8e8__face02,Event_Trai,near_duplicate,0001101100110000011100000111001011110010110001001101010001111000
Event_Trai__98a90bcd34fd4e70bc258991630be8e8__face04,Event_Trai,near_duplicate,0011111001110001111100011101000011010100110011001100010011100000
Event_Trai__98a90bcd34fd4e70bc258991630be8e8__face05,Event_Trai,near_duplicate,0111110111111001110100011001010011001001111010011111000110111001
Event_Trai__184df6a09f39049914c3caf6801db0d9__face05,Event_Trai,near_duplicate,1100111101110001011100011111000111010100110011001101110001111001
Event_Trai__248ad65f147456d27db8b4725a698dfe__face05,Event_Trai,exact_duplicate,0111100111111001110100011001010011001001111010011101000110111001
Event_Trai__30f15615bcbc410ce072150e0c6108f0__face05,Event_Trai,near_duplicate,0111100111111001110100011101010011001001111010011101000110111001
Event_Trai__0cbae188e8245c26c2818823419c56c8__face02,Event_Trai,near_duplicate,0110010101100001011110000101000011010100111010000111000000110001
Event_Trai__0f214df388387bfec24f57d44742c6ef__face01,Event_Trai,near_duplicate,0001110100101101001000010111000001111100010011000000111000011000
Event_Trai__acd79e7841f31ef67c303fa2692869a1__face01,Event_Trai,near_duplicate,0001011101001111000100111011011010010110110010001100100101101001
Event_Trai__0c574e37b5051f5c2a31c52999328310__face01,Event_Trai,near_duplicate,0001110100101101001000010111000001111100000111000000111000011000
Event_Trai__3a0edb8ad8d9a2704587a86a5a3e6155__face04,Event_Trai,near_duplicate,0001110100111000001010000111000001010000010011000100010010101000
Event_Trai__3a0edb8ad8d9a2704587a86a5a3e6155__face07,Event_Trai,near_duplicate,0111100011111000111110001001000011011000110010001100000001100000
Event_Trai__693f3adbab17e396901e17285e65550c__face01,Event_Trai,near_duplicate,1001001110110001001101010101001101010100010011100000111000101001
Event_Trai__d0e24d0b7cb4d01c288bd284a513ad90__face01,Event_Trai,near_duplicate,0000000000000000000100000001000000001000000010000000000000000000
Event_Trai__c288916b0fb2ad28e92026472be0b3bd__face01,Event_Trai,near_duplicate,0010000000011000001111100011001101110000011011000111010000100000
Event_Trai__b70f32808e3ef04b4acd1a6736ae3ac9__face02,Event_Trai,near_duplicate,0001111101111100011111000111111101011110010111100001111100111111
Event_Trai__1e2af5e0f39ca8be9aa3e0863d81417d__face13,Event_Trai,near_duplicate,1001101101101001100011000011011000000111000001110000011000000010
Event_Trai__1e2af5e0f39ca8be9aa3e0863d81417d__face14,Event_Trai,near_duplicate,1101100001101100001101001111000011000100110011001111010011100000
Event_Trai__842078ccfdc8af6ca4f80b1febb0c91c__face02,Event_Trai,near_duplicate,0011100000111000001100110111000011001000010011000101010001100000
Event_Trai__842078ccfdc8af6ca4f80b1febb0c91c__face10,Event_Trai,near_duplicate,1101100001100100001101001111000011000100111001001101010011100000
Event_Trai__00a96648e7dbeec6e389d8c3bbc323be__face05,Event_Trai,near_duplicate,1000101110110011001100110011000101110100010011100101011001001101
Event_Trai__d212a16eebca7c070b2ad0bf21fa3c48__face02,Event_Trai,near_duplicate,0000111100000111100101110001011110010111000001100000011000100110
Event_Trai__23790f96bb46160c72840d2e4c3d2b7a__face03,Event_Trai,near_duplicate,1000001111001100110100001001011011010100110011010110110101100001
Event_Trai__cf50512829588f734b031c751a3183a8__face01,Event_Trai,near_duplicate,0000110000001110111011001011010010010100100111001001010011101000
Event_Trai__d4785fa050c9a4aebf3d309924342e6d__face01,Event_Trai,near_duplicate,0110011111110001111110011011010011011100110111001101110001111000
Event_Trai__84ccbf8bd696e85688dad1fc66083f0f__face04,Event_Trai,near_duplicate,1001011011001111011011010001011100010111000011111000111110001111
Event_Trai__caee5c16ceebe21e0017ae861b738e84__face04,Event_Trai,near_duplicate,0001111101000111111110001101010011111010110111001111110000111001
Event_Trai__343abd687e6663cf6ccf2147dcad2a4b__face02,Event_Trai,near_duplicate,0001111100011111111110001101010011111110110110100111100000111001
Event_Trai__095b50d7adb68465084e29269e5032fb__face02,Event_Trai,near_duplicate,0111000000111110011100111101000011000100110001001110110001100000
Event_Trai__1401ed2d2d9c060a9646b352c5d3b0e1__face03,Event_Trai,near_duplicate,0011010001100000011001001001001010000101100101011001111010011100
Event_Trai__0ff9c11b41d202a511328526a23d4585__face01,Event_Trai,near_duplicate,1010011001100001011110011001011010010110110111101101011011101000
Event_Trai__d6978ae63e8c24b4df9f9b9cc0daf51c__face01,Event_Trai,near_duplicate,0001011001110011011110011111011011011110110111101101110011111100
Event_Trai__d6463790ddb65b5b7b73b7cb93eb7b57__face01,Event_Trai,near_duplicate,0011011101110011011100111111000111010100100001001100010001100000
Event_Trai__f3d129d0ea22569743ea6ee8774f7ac9__face01,Event_Trai,near_duplicate,0011011101110011011100110111000111010100110001101100010001100000
Event_Trai__4a017e08f74a1ef4cf200198c7aed746__face02,Event_Trai,near_duplicate,1000001110100010010001000110011001010110001001101011001110000111
Event_Trai__f02f929956d3422cb33485aa5ff515ce__face02,Event_Trai,near_duplicate,0000111100100001011000000101001011010110110001101001011000100111
Event_Kyyeu__da238966ee1eee3917f1ade10e273eff__face01,Event_Kyyeu,near_duplicate,0110111111001111111001110001011100110111100101101100110011001100
Event_Kyyeu__199c4e6bb11c88b56197da1f6594330d__face01,Event_Kyyeu,exact_duplicate,0110011101101011011100101001011010010110110011101100111010101100
Event_Kyyeu__c6caf7a0357b4823015c4147763d36c8__face01,Event_Kyyeu,near_duplicate,0110011101101011011101111001011010010110110011100100111010101101
Event_Kyyeu__8a72416b3af177bb34e8888fdaac3a62__face02,Event_Kyyeu,near_duplicate,0011010100100101011000010111000001010100011011000110110000110000
Event_Kyyeu__0647c07e9cf377317686de0ca49648e7__face02,Event_Kyyeu,near_duplicate,0110110011100110110100011001010110010100100111101000110000001101
Event_Kyyeu__4bb53e6b94eca585e71126bafb8e3fa3__face01,Event_Kyyeu,near_duplicate,0101000000110001001100001111000101010000011011001110110010110000
Event_Kyyeu__f8f6525251b497184d64cfacfbb11c43__face01,Event_Kyyeu,near_duplicate,0000000100110001001100000101000001010100011011000110110000110000
Event_Kyyeu__a4d8e2fbf10811a1560356e64d61cb78__face01,Event_Kyyeu,near_duplicate,0011011011100010111100110101001111010001110000011100100111100011
Event_Kyyeu__f057dba030e2bce6fc19db45f07652f7__face01,Event_Kyyeu,near_duplicate,0011010111100010111100110101001111010001110000011100100111100011
Event_Kyyeu__49324b6bac2a6a28daede71a7c0401e0__face01,Event_Kyyeu,near_duplicate,1010100011100110011100100101001011010010110000111100001111100011
Event_Kyyeu__80aef4b1fd8bf7a43c2139e5a0300412__face01,Event_Kyyeu,near_duplicate,0011001101100001111100001001000010010100110001001100110011100001
Event_Kyyeu__5b751ce387659c71a79ebb3a0125947e__face01,Event_Kyyeu,near_duplicate,0010001111100001111100011011000010010100110001001100110011110001
Event_Kyyeu__adf337437cee4b47c1f267f4154a029d__face01,Event_Kyyeu,near_duplicate,0010001101100001111100011011000010010100110001001100110001110001
